iso3,year,gdp_growth_pct,inflation_rate,unemployment_rate,govt_expenditure_gdp_pct,current_account_gdp_pct,economic_score
ZMB,2024,4.0,15.0,9.3,0.0,-2.6,0.304513954235707
ZWE,2010,15.0,3.0,9.3,0.0,-9.6,0.0
ZWE,2011,14.2,3.5,9.3,0.0,-13.7,0.023262705789892844
ZWE,2012,15.0,3.7,9.3,0.0,-9.4,0.010612977690362109
ZWE,2013,2.1,1.6,9.3,0.0,-9.9,0.22177271212720123
ZWE,2014,2.4,0.0,9.3,0.0,-8.3,0.15307417436874302
ZWE,2015,1.8,0.0,9.3,0.0,-5.7,0.16470777085868668
ZWE,2016,0.8,0.0,9.3,0.0,-2.4,0.184097098341926
ZWE,2017,5.2,0.9,9.3,0.0,-0.9,0.14102414683171582
ZWE,2018,5.0,10.6,9.3,0.0,-2.6,0.26396136618722615
ZWE,2019,-6.3,200.0,9.3,0.0,2.3,0.6707692181712354
ZWE,2020,-7.8,200.0,9.3,0.0,1.7,0.6998532093960943
ZWE,2021,8.5,98.5,9.3,0.0,0.7,0.33753339488010364
ZWE,2022,6.1,193.4,9.3,0.0,0.6,0.4281443742304724
ZWE,2023,5.3,200.0,9.3,0.0,0.3,0.44585301936565813
ZWE,2024,1.7,200.0,9.3,0.0,1.0,0.51565459830532
