iso3,year,conflict_score,disaster_score,economic_score,health_shock,PEI,conflict_score_flag,disaster_score_flag,economic_score_flag,health_shock_flag,n_crises_above_threshold,is_polycrise_year,income_group,region,country_name
ETH,2016,0.5676007834391246,0.4416488763468043,0.1779653817987189,0.0,0.35356383874007435,0,0,0,1,1,0,LIC,SSA,Ethiopia
ETH,2017,0.50509845725343,,0.1637017552363369,0.2499999999375,0.2552098988384097,0,0,0,1,1,0,LIC,SSA,Ethiopia
ETH,2018,0.5330424020268965,0.1922944210347783,0.2276428317441766,0.0,0.2915491539041525,0,0,0,1,1,0,LIC,SSA,Ethiopia
ETH,2019,0.4255523348350891,0.3958410405079286,0.2107781735916488,0.0,0.3005981207171755,0,0,0,1,1,0,LIC,SSA,Ethiopia
ETH,2020,0.6172899069293701,0.4876935292795326,0.2829339166488301,0.0,0.4087083289073702,0,0,0,1,1,0,LIC,SSA,Ethiopia
ETH,2021,0.6995464471173638,0.5761995788428216,0.2962747867571739,0.2499999999375,0.5004598478817013,1,0,0,1,2,0,LIC,SSA,Ethiopia
ETH,2022,0.6702711236032052,0.7116370128659405,0.3093042801511027,0.0,0.4898302165153826,0,1,0,1,2,0,LIC,SSA,Ethiopia
ETH,2023,0.6356130957079708,0.5060568561597608,0.2864176297244596,0.0,0.4205832049688449,0,0,0,1,1,0,LIC,SSA,Ethiopia
ETH,2024,0.7083841984682683,0.3887448532314816,0.2459749953959795,,0.40661443162075916,1,0,0,0,1,0,LIC,SSA,Ethiopia
KEN,2010,0.333835504862005,0.403079818873767,0.1497745284822266,,0.2550560135407002,0,0,0,0,0,0,LMIC,SSA,Kenya
