iso3,year,uhc_index,doctors_per10k,nurses_per10k,hospital_beds_per10k,oop_expenditure_pct,catastrophic_health_exp_pct,uhc_prev_year,uhc_change,health_shock_raw,health_shock
UKR,2013,78.0,34.33,74.32,86.301308418,48.15446091,8.543333333333333,78.0,0.0,-0.0,0.0
UKR,2014,78.0,29.36,65.36,73.05147134,48.13210297,9.033846153846154,78.0,0.0,-0.0,0.0
UKR,2015,78.0,,,72.731396357,48.23913574,7.176666666666667,78.0,0.0,-0.0,0.0
UKR,2016,77.0,,,69.053458162,48.35792542,9.136666666666665,78.0,-1.0,1.0,0.2499999999375
UKR,2017,75.0,,,68.007688786,49.17758942,7.3066666666666675,77.0,-2.0,2.0,0.499999999875
UKR,2018,79.0,,,66.801001564,50.65900421,8.036666666666667,75.0,4.0,0.0,0.0
UKR,2019,78.0,,,65.617597723,51.11891937,8.276666666666666,79.0,-1.0,1.0,0.2499999999375
UKR,2020,79.0,,,61.548779008,47.86013412,,78.0,1.0,0.0,0.0
UKR,2021,79.0,,,55.306435805,45.29367447,,79.0,0.0,-0.0,0.0
UKR,2022,79.0,,,61.390393008,,,79.0,0.0,-0.0,0.0
UKR,2023,80.0,35.31,60.79,,,,79.0,1.0,0.0,0.0
USA,2010,84.0,24.19,108.83,30.283114515,12.36788654,,,,,
USA,2011,85.0,24.44,109.95,29.427508688,12.32011318,4.72,84.0,1.0,0.0,0.0
USA,2012,86.0,24.74,110.32,29.037666934,12.33532524,4.99,85.0,1.0,0.0,0.0
USA,2013,86.0,25.3,110.0,28.568643375,12.28278923,4.77,86.0,0.0,-0.0,0.0
USA,2014,86.0,25.39,110.62,27.92197644,11.9760685,4.9,86.0,0.0,-0.0,0.0
USA,2015,87.0,25.37,111.66,27.534131863,11.75374031,4.4,86.0,1.0,0.0,0.0
USA,2016,87.0,25.4,114.57,27.175878405,11.62600517,4.47,87.0,0.0,-0.0,0.0
USA,2017,87.0,25.56,115.46,28.031003792,11.34881878,5.006,87.0,0.0,-0.0,0.0
USA,2018,87.0,25.42,115.89,27.580632335,11.32081032,4.970000000000001,87.0,0.0,-0.0,0.0
USA,2019,87.0,25.65,129.42,27.222795507,11.30872917,4.68,87.0,0.0,-0.0,0.0
USA,2020,87.0,25.71,125.73,27.119414818,10.06959915,4.338,87.0,0.0,-0.0,0.0
USA,2021,87.0,26.04,130.72,27.035662672,10.72964573,4.87,87.0,0.0,-0.0,0.0
USA,2022,88.0,26.54,133.92,26.8421851,10.96877766,,87.0,1.0,0.0,0.0
USA,2023,88.0,,120.55,,10.92723846,,88.0,0.0,-0.0,0.0
USA,2024,,,123.92,,,,88.0,,,
VEN,2010,69.0,,,,,,,,,
VEN,2011,70.0,,,9.408186747,,,69.0,1.0,0.0,0.0
VEN,2012,73.0,,,,,,70.0,3.0,0.0,0.0
VEN,2013,74.0,,,,,,73.0,1.0,0.0,0.0
VEN,2014,75.0,,,7.924881537,,,74.0,1.0,0.0,0.0
VEN,2015,75.0,,,7.459940597,,,75.0,0.0,-0.0,0.0
VEN,2016,77.0,,,8.817606375,,,75.0,2.0,0.0,0.0
VEN,2017,77.0,16.64,19.34,9.115229277,,,77.0,0.0,-0.0,0.0
VEN,2018,77.0,,20.03,10.942178391,36.90224457,,77.0,0.0,-0.0,0.0
VEN,2019,76.0,,,9.322313396,34.12151718,,77.0,-1.0,1.0,0.2499999999375
VEN,2020,77.0,,,9.89133767,28.95287514,,76.0,1.0,0.0,0.0
VEN,2021,77.0,,,,28.05523682,,77.0,0.0,-0.0,0.0
VEN,2022,77.0,,,,24.88790512,,77.0,0.0,-0.0,0.0
VEN,2023,75.0,,,,29.6867485,,77.0,-2.0,2.0,0.499999999875
YEM,2010,44.0,,6.2,5.997895298,74.01689911,,,,,
YEM,2011,44.0,,,5.853626279,72.48513031,,44.0,0.0,-0.0,0.0
YEM,2012,44.0,,,5.689384639,71.61329651,,44.0,0.0,-0.0,0.0
YEM,2013,44.0,,7.42,5.52724877,74.58348083,,44.0,0.0,-0.0,0.0
YEM,2014,45.0,2.7,7.51,5.360230694,79.96547699,16.886153846153846,44.0,1.0,0.0,0.0
YEM,2015,44.0,,6.16,,86.86334229,,45.0,-1.0,1.0,0.2499999999375
YEM,2016,44.0,,6.33,,83.7115097,,44.0,0.0,-0.0,0.0
YEM,2017,44.0,,6.46,,87.90393829,,44.0,0.0,-0.0,0.0
YEM,2018,45.0,,6.57,,81.86520386,,44.0,1.0,0.0,0.0
YEM,2019,45.0,,,,75.34994507,,45.0,0.0,-0.0,0.0
YEM,2020,44.0,1.76,4.91,,78.78486633,,45.0,-1.0,1.0,0.2499999999375
YEM,2021,45.0,1.74,6.11,4.076172487,68.81860352,,44.0,1.0,0.0,0.0
YEM,2022,45.0,1.65,6.87,4.750296158,71.37739563,,45.0,0.0,-0.0,0.0
YEM,2023,43.0,,5.41,4.64550098,69.12571716,,45.0,-2.0,2.0,0.499999999875
ZAF,2010,63.0,7.05,10.01,22.512779725,7.99506283,,,,,
ZAF,2011,64.0,7.09,10.46,,7.75090933,,63.0,1.0,0.0,0.0
ZAF,2012,65.0,7.15,10.92,,7.72201967,,64.0,1.0,0.0,0.0
ZAF,2013,65.0,7.29,11.67,,7.61004734,,65.0,0.0,-0.0,0.0
ZAF,2014,67.0,7.4,12.03,,5.66398144,1.2084615384615385,65.0,2.0,0.0,0.0
ZAF,2015,68.0,7.63,49.12,,5.73639154,,67.0,1.0,0.0,0.0
ZAF,2016,68.0,7.53,50.43,,5.78551435,,68.0,0.0,-0.0,0.0
ZAF,2017,68.0,7.75,49.81,,5.83464384,,68.0,0.0,-0.0,0.0
ZAF,2018,67.0,7.42,48.74,,5.84666348,,68.0,-1.0,1.0,0.2499999999375
ZAF,2019,67.0,7.79,47.8,,5.74111795,,67.0,0.0,-0.0,0.0
ZAF,2020,68.0,7.25,46.27,,6.42942715,,67.0,1.0,0.0,0.0
ZAF,2021,72.0,7.81,44.94,,6.61017942,,68.0,4.0,0.0,0.0
ZAF,2022,75.0,7.94,43.7,,6.71828651,,72.0,3.0,0.0,0.0
ZAF,2023,74.0,8.16,42.54,,6.69263172,,75.0,-1.0,1.0,0.2499999999375
ZAF,2024,,7.66,41.54,,,,74.0,,,
ZMB,2010,47.0,0.6,7.11,20.0,14.23348141,0.31285714285714283,,,,
ZMB,2011,49.0,,,,12.19155598,,47.0,2.0,0.0,0.0
ZMB,2012,51.0,,,,12.6315794,,49.0,2.0,0.0,0.0
ZMB,2013,52.0,,,,11.70914459,,51.0,1.0,0.0,0.0
ZMB,2014,55.0,,,,13.8197403,,52.0,3.0,0.0,0.0
ZMB,2015,55.0,,,,12.25534916,0.27999999999999997,55.0,0.0,-0.0,0.0
ZMB,2016,51.0,0.9,,,12.13953686,,55.0,-4.0,4.0,0.99999999975
ZMB,2017,55.0,,9.0,,10.65581131,,51.0,4.0,0.0,0.0
ZMB,2018,54.0,2.24,12.73,,10.27590275,,55.0,-1.0,1.0,0.2499999999375
ZMB,2019,55.0,2.37,14.18,,7.25238276,,54.0,1.0,0.0,0.0
ZMB,2020,56.0,2.53,16.26,,8.11366367,,55.0,1.0,0.0,0.0
ZMB,2021,56.0,2.95,18.51,,7.07829428,,56.0,0.0,-0.0,0.0
ZMB,2022,55.0,3.24,29.36,,8.91543388,,56.0,-1.0,1.0,0.2499999999375
ZMB,2023,62.0,1.56,17.17,,10.28683281,,55.0,7.0,0.0,0.0
ZMB,2024,,1.63,16.72,,,,62.0,,,
ZWE,2010,43.0,1.21,7.88,17.775544334,34.43103409,,,,,
ZWE,2011,43.0,0.78,12.52,17.463231373,37.2208252,,43.0,0.0,-0.0,0.0
ZWE,2012,43.0,0.77,11.24,18.64467411,34.9685173,,43.0,0.0,-0.0,0.0
ZWE,2013,47.0,0.8,13.36,,29.75596428,,43.0,4.0,0.0,0.0
ZWE,2014,50.0,1.19,14.7,19.472995946,24.83175468,,47.0,3.0,0.0,0.0
ZWE,2015,49.0,1.74,13.26,,25.78641701,,50.0,-1.0,1.0,0.2499999999375
ZWE,2016,53.0,1.72,13.45,,24.64910698,,49.0,4.0,0.0,0.0
ZWE,2017,57.0,1.79,24.96,,10.54844856,13.256923076923076,53.0,4.0,0.0,0.0
ZWE,2018,54.0,2.01,18.54,,8.79635429,,57.0,-3.0,3.0,0.7499999998125
ZWE,2019,55.0,1.66,,,9.08337116,,54.0,1.0,0.0,0.0
ZWE,2020,56.0,1.7,,,10.40830708,,55.0,1.0,0.0,0.0
ZWE,2021,57.0,1.77,,,8.88617325,,56.0,1.0,0.0,0.0
ZWE,2022,59.0,1.72,,,8.72434616,,57.0,2.0,0.0,0.0
ZWE,2023,59.0,1.82,,,10.63479233,,59.0,0.0,-0.0,0.0
ZWE,2024,,1.86,14.65,,,,59.0,,,
